Parameter,Idx,True_Value,"$\mathcal{D}_{50,25}$ Bias","$\mathcal{D}_{50,25}$ RMSE","$\mathcal{D}_{50,25}$ Power","$\mathcal{D}_{100,25}$ Bias","$\mathcal{D}_{100,25}$ RMSE","$\mathcal{D}_{100,25}$ Power","$\mathcal{D}_{50,50}$ Bias","$\mathcal{D}_{50,50}$ RMSE","$\mathcal{D}_{50,50}$ Power","$\mathcal{D}_{100,50}$ Bias","$\mathcal{D}_{100,50}$ RMSE","$\mathcal{D}_{100,50}$ Power"
$\bm{R}_1$,1,0.23,0.0346,0.0391,1.0,0.0335,0.0367,1.0,0.0361,0.0407,1.0,0.0334,0.0376,1.0
$\bm{R}_1$,2,0.21,0.0346,0.039,1.0,0.0347,0.0374,1.0,0.0364,0.0398,1.0,0.0343,0.0384,1.0
$\bm{R}_1$,3,0.16,0.0163,0.0195,0.8283,0.0167,0.0187,1.0,0.0205,0.0219,1.0,0.0207,0.0215,1.0
$\bm{R}_1$,4,0.61,0.0133,0.0275,1.0,0.0089,0.022,1.0,0.0146,0.0237,1.0,0.014,0.0202,1.0
$\bm{R}_2$,1,0.82,1.1291,3.4855,0.0,0.1833,1.0198,0.0,0.7447,2.6951,0.0333,0.5469,2.3103,0.0543
$\bm{R}_2$,2,0.73,0.3855,2.067,0.0112,0.168,1.3772,0.0,0.3905,2.0605,0.0337,0.0113,0.3213,0.0645
