Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,50,25,gamma1,3.5,-0.996974,11.073895,1.112968,-4.496974,-128.48,11.900219,0.9053,0.6737,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B11_1,-0.05,0.001577,0.067929,0.006827,0.051577,103.15,0.085018,0.0505,0.3535,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B11_2,-0.06,0.013207,0.039978,0.004018,0.073207,122.01,0.083315,0.0404,0.7576,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B21_1,-0.87,-0.061068,0.13041,0.013107,0.808932,92.98,0.819272,0.0202,0.7071,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B21_2,-0.77,-0.053067,0.117685,0.011828,0.716933,93.11,0.726431,0.0404,0.6263,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B22_1,-0.92,-0.233087,0.502083,0.050461,0.686913,74.66,0.849347,0.3535,0.2424,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B22_2,-0.45,-0.080386,0.35355,0.035533,0.369614,82.14,0.510244,0.3939,0.1818,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B31d_1,0.33,0.868856,0.349134,0.035089,0.538856,163.29,0.641116,0.0515,0.9691,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B31d_2,0.15,0.865274,0.403739,0.040577,0.715274,476.85,0.820351,0.0505,0.9596,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B32d_1,0.31,0.735721,0.26189,0.026321,0.425721,137.33,0.499131,0.3838,0.7071,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B32d_2,0.69,0.894048,0.124067,0.012469,0.204048,29.57,0.238481,0.404,0.7677,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B41d_1,0.11,0.030769,0.075489,0.007587,-0.079231,-72.03,0.109173,0.2577,0.3711,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B41d_2,-0.3,-0.002844,0.082986,0.00834,0.297156,99.05,0.308413,0.101,0.2727,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B42d_1,0.57,0.170961,0.231819,0.023299,-0.399039,-70.01,0.4609,0.4444,0.2323,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B42d_2,0.01,-0.007323,0.146252,0.014699,-0.017323,-173.23,0.146539,0.9192,0.0808,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,Q1d_1,0.08,0.030322,0.014413,0.001449,-0.049678,-62.1,0.051706,1.0,0.0,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,Q1d_2,0.05,0.02032,0.008148,0.000819,-0.02968,-59.36,0.030767,1.0,0.0,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R1d_1,0.23,0.271463,0.016811,0.00169,0.041463,18.03,0.044709,1.0,1.0,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R1d_2,0.21,0.251246,0.015959,0.001604,0.041246,19.64,0.044197,1.0,1.0,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R1d_3,0.16,0.192958,0.010801,0.001086,0.032958,20.6,0.034665,1.0,0.9697,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R1d_4,0.61,0.638487,0.025748,0.002588,0.028487,4.67,0.038311,1.0,1.0,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R2d_1,0.82,1.73432,2.805074,0.281921,0.91432,111.5,2.936825,0.9891,0.0109,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,R2d_2,0.73,0.894812,1.087671,0.109315,0.164812,22.58,1.094643,0.9894,0.0106,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,gamma2,-1.17,-0.916191,7.947161,0.79872,0.253809,21.69,7.910995,0.8526,0.0526,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B12_1,0.45,0.219801,0.228239,0.022939,-0.230199,-51.16,0.323354,,,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,B12_2,0.22,0.261182,0.271667,0.027304,0.041182,18.72,0.273411,,,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
two_stage,50,25,gamma3_1,0.26,0.0,0.0,0.0,-0.26,-100.0,0.26,,,99,-3.706,0.5064,0.5418,0.6513,0.541,0.6963,0.6411,0.4597,0.2956,0.7044,0.6123,0.57,0.6601,0.7754,0.5681,0.554,0.569
