Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,50,50,gamma1,3.5,-1.58061,12.862071,1.292687,-5.08061,-145.16,13.768603,0.6154,0.7582,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B11_1,-0.05,0.010257,0.043095,0.004331,0.060257,120.51,0.073955,0.0505,0.5051,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B11_2,-0.06,0.007932,0.057947,0.005824,0.067932,113.22,0.0891,0.0808,0.7273,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B21_1,-0.87,-0.067776,0.130197,0.013085,0.802224,92.21,0.812615,0.0202,0.7677,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B21_2,-0.77,-0.058986,0.1129,0.011347,0.711014,92.34,0.719832,0.0404,0.5859,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B22_1,-0.92,-0.209319,0.330963,0.033263,0.710681,77.25,0.783261,0.2626,0.4444,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B22_2,-0.45,-0.060642,0.186268,0.018721,0.389358,86.52,0.431213,0.2121,0.2626,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B31d_1,0.33,0.866025,0.404835,0.040687,0.536025,162.43,0.670491,0.0505,0.9394,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B31d_2,0.15,0.833274,0.481895,0.048432,0.683274,455.52,0.83471,0.0606,0.9495,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B32d_1,0.31,0.744837,0.218232,0.021933,0.434837,140.27,0.486032,0.3434,0.7576,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B32d_2,0.69,0.922094,0.085056,0.008548,0.232094,33.64,0.247041,0.2424,0.9091,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B41d_1,0.11,0.033386,0.144162,0.014489,-0.076614,-69.65,0.162611,0.202,0.4646,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B41d_2,-0.3,-0.021222,0.1448,0.014553,0.278778,92.93,0.313803,0.1111,0.2626,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B42d_1,0.57,0.16738,0.198596,0.01996,-0.40262,-70.64,0.448492,0.303,0.5152,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,B42d_2,0.01,0.006099,0.061133,0.006144,-0.003901,-39.01,0.060949,0.8384,0.1515,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,Q1d_1,0.08,0.03084,0.015151,0.001523,-0.04916,-61.45,0.05142,1.0,0.0,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,Q1d_2,0.05,0.021413,0.005364,0.000539,-0.028587,-57.17,0.029081,1.0,0.0,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,R1d_1,0.23,0.269776,0.015541,0.001562,0.039776,17.29,0.042676,1.0,1.0,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
two_stage,50,50,R1d_2,0.21,0.250281,0.013135,0.00132,0.040281,19.18,0.042348,1.0,1.0,99,-3.675,0.5064,0.5418,0.6039,0.5596,0.643,0.7044,0.5072,0.4577,0.5533,0.5873,0.5898,0.5788,0.8412,0.6179,0.7496,0.7496
