Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,100,50,gamma1,3.5,-2.949053,17.251274,1.742642,-6.449053,-184.26,18.334665,0.6047,0.6628,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B11_1,-0.05,0.011809,0.072663,0.00734,0.061809,123.62,0.095113,0.051,0.8163,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B11_2,-0.06,0.004531,0.075763,0.007653,0.064531,107.55,0.099226,0.102,0.8571,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B21_1,-0.87,-0.092708,0.13747,0.013887,0.777292,89.34,0.789233,0.0204,0.9286,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B21_2,-0.77,-0.104739,0.164165,0.016583,0.665261,86.4,0.685016,0.0714,0.9082,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B22_1,-0.92,-0.179694,0.225846,0.022814,0.740306,80.47,0.773653,0.0612,0.8878,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B22_2,-0.45,-0.067011,0.121803,0.012304,0.382989,85.11,0.401703,0.051,0.5408,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B31d_1,0.33,0.848383,0.448462,0.045301,0.518383,157.09,0.683949,0.0918,0.9184,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B31d_2,0.15,0.708756,0.708994,0.071619,0.558756,372.5,0.899862,0.0515,0.9485,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
two_stage,100,50,B32d_1,0.31,0.792162,0.189598,0.019152,0.482162,155.54,0.517746,0.102,0.949,98,-3.6744,0.5024,0.5274,0.6056,0.7136,0.5185,0.6244,0.5882,0.4552,0.5493,0.6654,0.7524,0.4273,0.8045,0.7264,0.7387,0.7387
