Parameter,Idx,True_Value,"$\mathcal{D}_{50,25}$ Bias","$\mathcal{D}_{50,25}$ RMSE","$\mathcal{D}_{50,25}$ Power","$\mathcal{D}_{100,25}$ Bias","$\mathcal{D}_{100,25}$ RMSE","$\mathcal{D}_{100,25}$ Power","$\mathcal{D}_{50,50}$ Bias","$\mathcal{D}_{50,50}$ RMSE","$\mathcal{D}_{50,50}$ Power","$\mathcal{D}_{100,50}$ Bias","$\mathcal{D}_{100,50}$ RMSE","$\mathcal{D}_{100,50}$ Power"
$\gamma_1$,1,3.5,0.1972,0.5379,1.0,0.0801,0.2641,1.0,0.1717,0.3776,1.0,0.2057,0.2738,1.0
$\gamma_2$,1,-1.17,1.015,1.2522,0.0101,1.0497,1.1455,0.0808,1.022,1.1516,0.0202,1.029,1.0634,0.101
$\bm{\gamma}_3$,1,0.26,0.1251,0.7049,0.0303,0.0448,0.4294,0.101,0.1347,0.4582,0.0303,0.1342,0.3367,0.404
$\bm{\gamma}_3$,2,-0.83,0.3199,0.929,0.0101,0.4601,0.6316,0.0505,0.3527,0.6889,0.0707,0.4665,0.5923,0.1919
$\bm{\gamma}_4$,1,-0.74,0.4868,1.1981,0.0101,0.5881,0.8376,0.1212,0.5212,0.873,0.0101,0.4778,0.614,0.1313
$\bm{\gamma}_4$,2,-0.19,0.2113,1.3739,0.0303,0.0336,0.6561,0.0505,0.1646,0.8297,0.0,0.1532,0.4823,0.0303
$P_{12}$,1,0.0,-0.0,0.0,NA,-0.0,0.0,NA,-0.0,0.0,NA,-0.0,0.0,NA
