Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,50,50,gamma1,3.5,3.682588,0.259387,0.026069,0.182588,5.22,0.316133,0.9596,1.0,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B11_1,-0.05,-0.052369,0.07125,0.007161,-0.002369,-4.74,0.070929,0.9899,0.0303,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B11_2,-0.06,-0.029211,0.065378,0.006571,0.030789,51.31,0.071966,0.9697,0.0101,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B21_1,-0.87,-0.259161,0.089571,0.009002,0.610839,70.21,0.617306,0.0202,0.303,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B21_2,-0.77,-0.231024,0.082968,0.008339,0.538976,70.0,0.545261,0.0101,0.2424,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B22_1,-0.92,-0.331139,0.117595,0.011819,0.588861,64.01,0.600372,0.0707,0.5354,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B22_2,-0.45,-0.167241,0.077296,0.007769,0.282759,62.84,0.29303,0.5556,0.0404,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B31d_1,0.33,0.355552,0.076515,0.00769,0.025552,7.74,0.080301,0.8889,1.0,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B31d_2,0.15,0.209102,0.095247,0.009573,0.059102,39.4,0.111684,0.9192,0.4444,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
two_stage,50,50,B32d_1,0.31,0.397258,0.110571,0.011113,0.087258,28.15,0.140415,0.6263,1.0,99,-3.6398,0.5064,0.5418,0.8749,0.8186,0.9215,0.903,0.8553,0.4577,0.5533,0.9048,0.9118,0.8772,0.9604,0.9335,0.7496,0.7496
