Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,50,25,gamma1,3.5,3.584224,0.369856,0.037172,0.084224,2.41,0.377499,0.9697,1.0,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B11_1,-0.05,-0.051959,0.072462,0.007283,-0.001959,-3.92,0.072122,1.0,0.0101,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B11_2,-0.06,-0.032603,0.070719,0.007108,0.027397,45.66,0.075507,0.9899,0.0202,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B21_1,-0.87,-0.250267,0.092236,0.00927,0.619733,71.23,0.62649,0.0303,0.2828,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B21_2,-0.77,-0.229703,0.090542,0.0091,0.540297,70.17,0.547755,0.0707,0.2222,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B22_1,-0.92,-0.340588,0.149176,0.014993,0.579412,62.98,0.59812,0.2626,0.3434,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B22_2,-0.45,-0.182834,0.105691,0.010622,0.267166,59.37,0.287116,0.7677,0.0303,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B31d_1,0.33,0.348411,0.095731,0.009621,0.018411,5.58,0.097009,0.9596,0.8889,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B31d_2,0.15,0.163164,0.119701,0.01203,0.013164,8.78,0.11982,0.9798,0.101,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
two_stage,50,25,B32d_1,0.31,0.38695,0.131848,0.013251,0.07695,24.82,0.152084,0.8485,0.7879,99,-3.6995,0.5064,0.5418,0.8546,0.7003,0.9175,0.7953,0.7373,0.2956,0.7044,0.8621,0.8519,0.867,0.8972,0.8696,0.554,0.569
