Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score
two_stage,100,50,gamma2,-1.17,1.364234,6.958862,0.710236,2.534234,216.6,7.371816,0.4507,0.2676,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,B12_1,0.45,0.273326,0.343953,0.035105,-0.176674,-39.26,0.385078,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,B12_2,0.22,0.096943,0.143982,0.014695,-0.123057,-55.94,0.188833,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,gamma3_1,0.26,0.0,0.0,0.0,-0.26,-100.0,0.26,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,gamma3_2,-0.83,0.0,0.0,0.0,0.83,100.0,0.83,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,gamma4_1,-0.74,0.0,0.0,0.0,0.74,100.0,0.74,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,gamma4_2,-0.19,0.0,0.0,0.0,0.19,100.0,0.19,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,P12,1e-12,0.0,0.0,0.0,0.0,0.0,0.0,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,Q2d_1,0.16,0.061434,0.111764,0.011407,-0.098566,-61.6,0.148581,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,Q2d_2,0.12,0.040676,0.078836,0.008046,-0.079324,-66.1,0.111546,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,P2,0.2,0.653212,0.120027,0.01225,0.453212,226.61,0.468676,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,LogLikelihood,,-3.6894,0.0387,,,,,,,96,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
two_stage,100,50,ConvergenceRate,,0.96,,,,,,,,100,-3.6894,0.6722,0.7039,0.4279,0.9269,0.709,0.7349,0.738,0.3054,0.993,0.7794
