Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,50,25,gamma1,3.5,4.012437,0.810767,0.081485,0.512437,14.64,0.955665,0.9899,0.9899,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B11_1,-0.05,-0.048493,0.072511,0.007288,0.001507,3.01,0.07216,1.0,0.0,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B11_2,-0.06,-0.03219,0.070539,0.007089,0.02781,46.35,0.075491,0.9899,0.0101,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B21_1,-0.87,-0.248775,0.090072,0.009053,0.621225,71.41,0.627655,0.0505,0.1313,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B21_2,-0.77,-0.231209,0.091564,0.009202,0.538791,69.97,0.546439,0.1313,0.1212,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B22_1,-0.92,-0.34326,0.148252,0.0149,0.57674,62.69,0.595303,0.404,0.2525,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B22_2,-0.45,-0.177307,0.101209,0.010172,0.272693,60.6,0.290691,0.8182,0.0303,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B31d_1,0.33,0.349919,0.096353,0.009684,0.019919,6.04,0.097913,0.9798,0.8384,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B31d_2,0.15,0.155991,0.121335,0.012195,0.005991,3.99,0.120869,0.9899,0.0707,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
two_stage,50,25,B32d_1,0.31,0.379501,0.131617,0.013228,0.069501,22.42,0.148251,0.899,0.6465,99,-3.6975,0.5064,0.5418,0.8491,0.7074,0.9072,0.7786,0.7319,0.2956,0.7044,0.8538,0.8589,0.841,0.88,0.8642,0.554,0.569
