Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_All_Regime2_Share,Mean_All_Majority_Accuracy,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Observed_Regime2_Share,Mean_Observed_Majority_Accuracy,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score,Mean_Forecast_Regime2_Share,Mean_Forecast_Majority_Accuracy
two_stage,100,50,gamma1,3.5,3.839542,0.192504,0.019347,0.339542,9.7,0.389836,0.6364,1.0,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B11_1,-0.05,-0.046066,0.057046,0.005733,0.003934,7.87,0.056894,0.9596,0.0909,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B11_2,-0.06,-0.02758,0.042978,0.004319,0.03242,54.03,0.053661,0.9495,0.0505,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B21_1,-0.87,-0.260958,0.075114,0.007549,0.609042,70.0,0.61361,0.0,0.798,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B21_2,-0.77,-0.229717,0.065295,0.006562,0.540283,70.17,0.544175,0.0,0.899,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B22_1,-0.92,-0.350281,0.087801,0.008824,0.569719,61.93,0.576377,0.0,0.9697,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B22_2,-0.45,-0.162781,0.062017,0.006233,0.287219,63.83,0.293772,0.0404,0.5455,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B31d_1,0.33,0.367839,0.063672,0.006399,0.037839,11.47,0.07379,0.697,1.0,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B31d_2,0.15,0.229458,0.072621,0.007299,0.079458,52.97,0.107397,0.697,0.9596,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B32d_1,0.31,0.411527,0.093094,0.009356,0.101527,32.75,0.137429,0.4141,1.0,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B32d_2,0.69,0.694668,0.025372,0.00255,0.004668,0.68,0.025671,0.9293,1.0,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B41d_1,0.11,0.071542,0.067502,0.006784,-0.038458,-34.96,0.077392,0.6364,0.4444,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B41d_2,-0.3,-0.074674,0.079803,0.008021,0.225326,75.11,0.238906,0.0505,0.3737,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
two_stage,100,50,B42d_1,0.57,0.263978,0.096862,0.009735,-0.306022,-53.69,0.320838,0.0303,0.9899,99,-3.6468,0.5026,0.5274,0.8759,0.8078,0.9314,0.9099,0.8545,0.4554,0.5491,0.9056,0.906,0.9026,0.9642,0.9336,0.739,0.739
