Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score
two_stage,50,25,gamma1,1.48,-2.744113,14.150949,1.422224,-4.224113,-285.41,14.699312,0.9474,0.0947,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B11_1,-0.05,0.041668,0.041771,0.004198,0.091668,183.34,0.100649,0.0808,0.6061,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B11_2,-0.06,0.035739,0.044407,0.004463,0.095739,159.56,0.105442,0.0808,0.8081,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B21_1,-0.87,-0.058256,0.085585,0.008602,0.811744,93.3,0.816198,0.0202,0.4747,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B21_2,-0.77,-0.045108,0.078781,0.007918,0.724892,94.14,0.729118,0.0606,0.4242,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B22_1,-0.92,-0.264954,0.420673,0.042279,0.655046,71.2,0.777344,0.1515,0.7273,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B22_2,-0.45,-0.082845,0.193145,0.019412,0.367155,81.59,0.414404,0.1313,0.4242,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B31d_1,0.33,0.796586,0.357984,0.035979,0.466586,141.39,0.586993,0.0202,0.9697,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B31d_2,0.15,0.823585,0.454799,0.045709,0.673585,449.06,0.811462,0.1212,0.9091,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B32d_1,0.31,0.741801,0.234838,0.023602,0.431801,139.29,0.490962,0.1616,0.8586,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B32d_2,0.69,0.945467,0.09729,0.009778,0.255467,37.02,0.273191,0.1414,0.899,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B41d_1,0.11,0.014017,0.21779,0.021889,-0.095983,-87.26,0.236994,0.5455,0.3636,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B41d_2,-0.3,-0.043567,0.186875,0.018782,0.256433,85.48,0.316744,0.1818,0.0909,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B42d_1,0.57,0.190324,0.189118,0.019007,-0.379676,-66.61,0.423743,0.1616,0.7475,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,B42d_2,0.01,0.014678,0.057058,0.005735,0.004678,46.78,0.056961,0.9596,0.0909,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,Q1d_1,0.08,0.048045,0.017797,0.001789,-0.031955,-39.94,0.036533,1.0,0.0,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
two_stage,50,25,Q1d_2,0.05,0.044048,0.008861,0.000891,-0.005952,-11.9,0.010637,1.0,0.0,99,-3.7421,0.6636,0.7288,0.431,0.8475,0.7283,0.7592,0.7691,0.3499,0.9829,0.8205
