Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score
two_stage,50,50,B32d_1,0.31,0.769863,0.202209,0.020426,0.459863,148.34,0.501942,0.1429,0.8878,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B32d_2,0.69,0.948935,0.06899,0.006969,0.258935,37.53,0.267877,0.102,0.9184,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B41d_1,0.11,0.058957,0.168893,0.017061,-0.051043,-46.4,0.175611,0.5,0.4286,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B41d_2,-0.3,-0.051524,0.356809,0.036043,0.248476,82.83,0.433306,0.1875,0.1771,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B42d_1,0.57,0.17017,0.16501,0.016669,-0.39983,-70.15,0.432221,0.1429,0.8673,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B42d_2,0.01,0.015446,0.03055,0.003086,0.005446,54.46,0.030878,0.8571,0.2245,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,Q1d_1,0.08,0.039469,0.020701,0.002091,-0.040531,-50.66,0.045463,1.0,0.0102,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,Q1d_2,0.05,0.032687,0.005506,0.000556,-0.017313,-34.63,0.018159,1.0,0.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R1d_1,0.23,0.264352,0.016991,0.001716,0.034352,14.94,0.038286,1.0,1.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R1d_2,0.21,0.24487,0.015768,0.001593,0.03487,16.6,0.038236,1.0,1.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R1d_3,0.16,0.179576,0.007065,0.000714,0.019576,12.23,0.020799,1.0,1.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R1d_4,0.61,0.62377,0.019217,0.001941,0.01377,2.26,0.023561,1.0,1.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R2d_1,0.82,1.73055,2.872914,0.290208,0.91055,111.04,2.999752,0.9888,0.0225,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,R2d_2,0.73,0.831446,1.115174,0.11265,0.101446,13.9,1.114098,0.9889,0.0222,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,gamma2,-1.17,-6.278362,18.028853,1.821189,-5.108362,-436.61,18.649884,0.9778,0.0222,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,gamma3_1,0.26,-15.035512,80.68839,8.150758,-15.295512,-5882.89,81.719851,0.978,0.022,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,gamma3_2,-0.83,-7.2067,97.205097,9.819198,-6.3767,-768.28,96.917885,0.9778,0.0,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,gamma4_1,-0.74,-2.988645,197.913032,19.992235,-2.248645,-303.87,196.913522,0.9889,0.0222,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,gamma4_2,-0.19,6.983748,43.269916,4.370922,7.173748,3775.66,43.64222,0.9663,0.0225,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B12_1,0.45,0.190412,0.181866,0.018371,-0.259588,-57.69,0.316423,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,B12_2,0.22,0.083726,0.096275,0.009725,-0.136274,-61.94,0.166567,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,P12,1e-12,0.0,0.0,0.0,-0.0,-0.0,0.0,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,Q2d_1,0.16,0.062052,0.269595,0.027233,-0.097948,-61.22,0.285541,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,Q2d_2,0.12,0.029628,0.055571,0.005614,-0.090372,-75.31,0.105942,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,P2,0.2,0.691929,0.201428,0.020347,0.491929,245.96,0.531181,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,LogLikelihood,,-3.6847,0.0366,,,,,,,98,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
two_stage,50,50,ConvergenceRate,,0.98,,,,,,,,100,-3.6847,0.6909,0.7239,0.4389,0.923,0.757,0.7545,0.7561,0.3333,0.997,0.817
